p1	p2	system	complexIdent	virIdent	hostIdent	dope_score	virDomPos	virIntPos	hostDomPos	hostIntPos	rms	infection
A8U5H4	G3MZF3	HHV2-COW	19.453	17.573	19.643	-26528.07812	44.77	28.57	52.68	60.0	1.0019	cow_ic
A8U5H4	E1BL94	HHV2-COW	19.118	17.573	18.852	-28759.64648	44.77	28.57	59.84	44.0	0.906	cow_ic
A8U5H4	F1MC69	HHV2-COW	18.553	17.573	15.179	-24995.83398	44.77	28.57	56.25	48.0	0.9178	cow_ic
A8U5H4	F1MZ44	HHV2-COW	20.475	17.573	22.131	-27306.25586	44.77	28.57	62.3	52.0	0.9512	cow_ic
A8U5H4	E1BAL3	HHV2-COW	16.97	17.573	12.5	-27727.23047	44.77	28.57	48.21	44.0	1.0395	cow_ic
A8U5H4	G3MYQ4	HHV2-COW	18.098	17.573	15.179	-25559.70117	44.77	28.57	54.46	68.0	1.1104	cow_ic
A8U5H4	E1BHN1	HHV2-COW	18.047	17.573	16.102	-28441.41602	44.77	28.57	47.46	40.0	0.8454	cow_ic
A8U5H4	F1MQ31	HHV2-COW	20.882	17.573	23.387	-28054.75586	44.77	28.57	64.52	60.0	0.9194	cow_ic
A8U5H4	E1BMM5	HHV2-COW	18.788	17.573	16.949	-27509.5332	44.77	28.57	59.32	44.0	1.1529	cow_ic
A8U5H4	F1MX97	HHV2-COW	20.354	17.573	22.314	-28554.46875	44.77	28.57	65.29	40.0	0.9724	cow_ic
A8U5H4	E1BNB8	HHV2-COW	17.445	17.573	12.174	-25648.59961	44.77	28.57	59.13	52.0	1.0623	cow_ic
A8U5H4	F6PZ08	HHV2-COW	17.647	17.573	14.4	-26707.70898	44.77	28.57	63.2	52.0	1.069	cow_ic
A8U5H4	G3X848	HHV2-COW	18.927	17.573	15.652	-25414.40234	44.77	28.57	62.61	60.0	1.1111	cow_ic
A8U5H4	F1N6Z3	HHV2-COW	17.941	17.573	14.504	-29644.47461	44.77	28.57	61.83	48.0	1.0386	cow_ic
A8U5H4	G3MYW6	HHV2-COW	18.235	17.573	16.26	-27828.28906	44.77	28.57	56.91	48.0	0.8847	cow_ic
A8U5H4	G3N2W7	HHV2-COW	19.876	17.573	19.643	-25489.54492	44.77	28.57	53.57	60.0	0.9719	cow_ic
A8U5H4	F1MRG6	HHV2-COW	20.772	17.573	22.951	-27558.68359	44.77	28.57	63.11	48.0	1.1024	cow_ic
A8U5H4	F1MQC2	HHV2-COW	21.176	17.573	24.59	-28726.11523	44.77	28.57	59.84	44.0	0.882	cow_ic
A8U5H4	E1BAZ7	HHV2-COW	18.868	17.573	16.071	-25201.25195	44.77	28.57	55.36	48.0	1.0379	cow_ic
A8U5H4	F1MNL2	HHV2-COW	18.654	17.573	16.522	-26666.15039	44.77	28.57	58.26	56.0	1.0298	cow_ic
A8U5H4	G5E5H2	HHV2-COW	20.299	17.573	22.222	-26379.89844	44.77	28.57	56.41	40.0	0.9846	cow_ic
A8U5H4	G3N1R2	HHV2-COW	17.117	17.573	13.274	-26581.03906	44.77	28.57	46.9	32.0	0.8521	cow_ic
A8U5H4	G3MZH0	HHV2-COW	18.75	17.573	17.949	-27249.58398	44.77	28.57	53.85	40.0	0.8568	cow_ic
A8U5H4	E1BNF9	HHV2-COW	21.194	17.573	24.786	-26898.38086	44.77	28.57	57.26	40.0	0.9124	cow_ic
A8U5H4	F1MYF4	HHV2-COW	20.359	17.573	22.609	-27684.38477	44.77	28.57	55.65	40.0	0.8521	cow_ic
A8U5H4	G3N134	HHV2-COW	17.353	17.573	14.286	-28143.70508	44.77	28.57	50.42	24.0	0.9891	cow_ic
A8U5H4	E1BAC6	HHV2-COW	19.412	17.573	19.2	-28682.53906	44.77	28.57	65.6	56.0	0.9637	cow_ic
A8U5H4	F1MHA3	HHV2-COW	18.155	17.573	16.667	-27890.10742	44.77	28.57	49.12	32.0	0.83	cow_ic
A8U5H4	E1BHI7	HHV2-COW	19.469	17.573	20.168	-28157.51367	44.77	28.57	61.34	32.0	0.9114	cow_ic
A8U5H4	G3MXD9	HHV2-COW	17.718	17.573	14.53	-26833.09961	44.77	28.57	55.56	52.0	1.0412	cow_ic
A8U5H4	F1N5M3	HHV2-COW	18.072	17.573	15.789	-26460.62891	44.77	28.57	49.12	36.0	0.9142	cow_ic
A8U5H4	F1MZI6	HHV2-COW	19.048	17.573	18.966	-28562.0332	44.77	28.57	59.48	28.0	1.0048	cow_ic
A8U5H4	E1B8E5	HHV2-COW	17.353	17.573	13.934	-28365.45898	44.77	28.57	58.2	56.0	0.9364	cow_ic
A8U5H4	E1BFU3	HHV2-COW	19.277	17.573	19.298	-27517.94922	44.77	28.57	53.51	48.0	1.027	cow_ic
A8U5H4	F1N2M1	HHV2-COW	20.846	17.573	23.894	-26680.69141	44.77	28.57	57.52	44.0	1.1822	cow_ic
A8U5H4	F1MZQ4	HHV2-COW	19.469	17.573	20.168	-28157.51367	44.77	28.57	61.34	32.0	0.9114	cow_ic
A8U5H4	G3N0M8	HHV2-COW	18.154	17.573	14.53	-27211.35352	44.77	28.57	64.96	64.0	1.3251	cow_ic
A8U5H4	F1MGI1	HHV2-COW	18.619	17.573	17.241	-26184.05859	44.77	28.57	59.48	48.0	0.9681	cow_ic
A8U5H4	F1MMQ7	HHV2-COW	19.077	17.573	17.544	-25241.09375	44.77	28.57	59.65	52.0	0.9125	cow_ic
A8U5H4	G3MWP8	HHV2-COW	18.239	17.573	14.286	-25740.97852	44.77	28.57	52.68	56.0	0.8591	cow_ic
A8U5H4	F6PQI6	HHV2-COW	19.572	17.573	18.644	-25764.62695	44.77	28.57	60.17	28.0	1.1619	cow_ic
A8U5H4	E1BH15	HHV2-COW	17.021	17.573	12.727	-26485.50977	44.77	28.57	49.09	40.0	0.8678	cow_ic
A8U5H4	E1BLI0	HHV2-COW	18.452	17.573	17.241	-27674.67383	44.77	28.57	47.41	24.0	0.8942	cow_ic
A8U5H4	G3MXM7	HHV2-COW	18.297	17.573	14.035	-24912.125	44.77	28.57	60.53	64.0	0.9139	cow_ic
A8U5H4	F1N564	HHV2-COW	20.44	17.573	19.828	-25549.26953	44.77	28.57	70.69	76.0	0.9233	cow_ic
A8U5H4	G5E5W8	HHV2-COW	17.61	17.573	12.844	-24568.95508	44.77	28.57	51.38	68.0	1.0091	cow_ic
A8U5H4	F1MTR4	HHV2-COW	18.529	17.573	16.935	-29144.62305	44.77	28.57	59.68	44.0	1.0371	cow_ic
A8U5H4	G3X817	HHV2-COW	18.323	17.573	15.179	-25412.95508	44.77	28.57	53.57	60.0	0.9189	cow_ic
A8U5H4	F6RLN7	HHV2-COW	18.563	17.573	17.391	-26977.10938	44.77	28.57	57.39	48.0	0.817	cow_ic
A8U5H4	G3N1M0	HHV2-COW	18.266	17.573	15.179	-25251.78125	44.77	28.57	51.79	56.0	1.0118	cow_ic
A8U5H4	G3MZT4	HHV2-COW	18.405	17.573	16.071	-26291.43555	44.77	28.57	52.68	72.0	0.9593	cow_ic
A8U5H4	G3MZN4	HHV2-COW	18.53	17.573	14.679	-24783.48633	44.77	28.57	57.8	68.0	1.0024	cow_ic
A8U5H4	G3N028	HHV2-COW	19.88	17.573	21.053	-25878.94922	44.77	28.57	52.63	40.0	0.9275	cow_ic
A8U5H4	G3N3X6	HHV2-COW	17.666	17.573	12.844	-25793.15234	44.77	28.57	55.05	56.0	1.0246	cow_ic
A8U5H4	E1BAE6	HHV2-COW	16.981	17.573	11.009	-24901.11719	44.77	28.57	52.29	64.0	0.8868	cow_ic
A8U5H4	G3X7L1	HHV2-COW	18.373	17.573	16.667	-25584.66016	44.77	28.57	54.39	52.0	0.938	cow_ic
A8U5H4	E1B966	HHV2-COW	19.182	17.573	16.667	-26588.63477	44.77	28.57	59.65	68.0	1.0132	cow_ic
A8U5H4	F1MQJ3	HHV2-COW	42.773	17.573	88.034	-29852.96289	44.77	28.57	97.44	92.0	0.5794	cow_ic
A8U5H4	G5E604	HHV2-COW	21.037	17.573	23.684	-26385.70898	44.77	28.57	58.77	48.0	0.884	cow_ic
A8U5H4	G3N092	HHV2-COW	19.118	17.573	18.4	-28895.27734	44.77	28.57	67.2	52.0	0.9253	cow_ic
A8U5H4	G3N2W9	HHV2-COW	18.405	17.573	16.071	-25775.56641	44.77	28.57	52.68	64.0	0.9329	cow_ic
A8U5H4	E1BN50	HHV2-COW	18.692	17.573	16.071	-25104.98438	44.77	28.57	53.57	60.0	1.2254	cow_ic
A8U5H4	G3N2G2	HHV2-COW	18.297	17.573	14.679	-25015.99219	44.77	28.57	54.13	60.0	1.147	cow_ic
A8U5H4	F1N248	HHV2-COW	17.445	17.573	12.174	-25926.00391	44.77	28.57	59.13	52.0	1.0995	cow_ic
A8U5H4	G5E6A4	HHV2-COW	17.313	17.573	13.913	-26177.03906	44.77	28.57	51.3	44.0	1.0098	cow_ic
A8U5H4	F1MU33	HHV2-COW	18.976	17.573	18.261	-26004.11133	44.77	28.57	59.13	52.0	0.8184	cow_ic
A8U5H4	G5E6L7	HHV2-COW	19.077	17.573	17.241	-26608.26367	44.77	28.57	54.31	44.0	1.0081	cow_ic
A8U5H4	G5E5N4	HHV2-COW	20.882	17.573	22.656	-28817.34375	44.77	28.57	61.72	32.0	0.9551	cow_ic
A8U5H4	G3N378	HHV2-COW	18.098	17.573	15.179	-24969.82617	44.77	28.57	54.46	68.0	1.0387	cow_ic
A8U5H4	E1B8L8	HHV2-COW	21.131	17.573	24.576	-28025.51953	44.77	28.57	51.69	24.0	0.9345	cow_ic
A8U5H4	E1BJ95	HHV2-COW	18.211	17.573	13.636	-25660.68945	44.77	28.57	56.36	60.0	0.8519	cow_ic
A8U5H4	G5E5N6	HHV2-COW	19.375	17.573	16.807	-23678.50391	44.77	28.57	63.03	60.0	1.079	cow_ic
A8U5H4	E1BJF0	HHV2-COW	20.059	17.573	21.849	-27688.77539	44.77	28.57	56.3	24.0	0.9311	cow_ic
A8U5H4	E1BEU5	HHV2-COW	19.497	17.573	17.857	-25179.51562	44.77	28.57	54.46	44.0	1.0269	cow_ic
A8U5H4	F1MH40	HHV2-COW	21.429	17.573	25.0	-27392.89453	44.77	28.57	65.83	56.0	0.9976	cow_ic
A8U5H4	F1N3R3	HHV2-COW	17.313	17.573	14.035	-27026.30078	44.77	28.57	50.0	44.0	1.0329	cow_ic
A8U5H4	F1MT78	HHV2-COW	20.294	17.573	20.93	-29386.00586	44.77	28.57	65.12	48.0	1.1741	cow_ic
A8U5H4	G3MZK2	HHV2-COW	18.927	17.573	16.364	-24597.25586	44.77	28.57	52.73	72.0	1.0388	cow_ic
A8U5H4	G3N3C1	HHV2-COW	18.125	17.573	14.286	-24468.30078	44.77	28.57	52.68	64.0	1.0914	cow_ic
A8U5H4	G3MYI3	HHV2-COW	18.239	17.573	14.035	-26854.76172	44.77	28.57	55.26	52.0	0.9788	cow_ic
A8U5H4	G3N2Z4	HHV2-COW	17.35	17.573	11.607	-25694.35742	44.77	28.57	52.68	64.0	0.9259	cow_ic
A8U5H4	E1BCU0	HHV2-COW	17.015	17.573	13.158	-25999.96094	44.77	28.57	51.75	40.0	0.9213	cow_ic
A8U5H4	F1MIP4	HHV2-COW	18.605	17.573	12.844	-22856.64648	44.77	28.57	64.22	72.0	1.221	cow_ic
A8U5H4	F1MD75	HHV2-COW	19.881	17.573	20.492	-27776.30859	44.77	28.57	60.66	48.0	1.1273	cow_ic
A8U5H4	F1MUF6	HHV2-COW	24.405	17.573	34.188	-28308.25391	44.77	28.57	68.38	80.0	0.9096	cow_ic
A8U5H4	E1BNZ1	HHV2-COW	18.398	17.573	16.667	-27666.64062	44.77	28.57	55.0	44.0	1.0531	cow_ic
A8U5H4	G5E6M1	HHV2-COW	19.572	17.573	18.644	-25764.62695	44.77	28.57	60.17	28.0	1.1619	cow_ic
A8U5H4	G3N383	HHV2-COW	18.239	17.573	14.159	-25238.06836	44.77	28.57	52.21	48.0	1.0154	cow_ic
A8U5H4	E1BG54	HHV2-COW	17.629	17.573	14.286	-27445.53516	44.77	28.57	47.32	56.0	0.8912	cow_ic
A8U5H4	G3N1S9	HHV2-COW	18.154	17.573	15.179	-24965.08789	44.77	28.57	53.57	64.0	1.1013	cow_ic
A8U5H4	E1B780	HHV2-COW	18.584	17.573	18.103	-27758.22852	44.77	28.57	46.55	40.0	0.8815	cow_ic
A8U5H4	E1BNU5	HHV2-COW	19.136	17.573	16.949	-25890.35742	44.77	28.57	63.56	80.0	1.0443	cow_ic
A8U5H4	F1MPQ4	HHV2-COW	18.639	17.573	17.213	-27629.1875	44.77	28.57	59.84	52.0	0.9522	cow_ic
A8U5H4	G3X7C5	HHV2-COW	16.616	17.573	11.607	-27886.77539	44.77	28.57	45.54	48.0	1.0019	cow_ic
A8U5H4	E1BCY5	HHV2-COW	19.811	17.573	18.584	-24525.20508	44.77	28.57	61.95	72.0	1.037	cow_ic
A8U5H4	G5E5V1	HHV2-COW	20.42	17.573	22.222	-26060.17773	44.77	28.57	60.68	48.0	1.2691	cow_ic
A8U5H4	G3X873	HHV2-COW	19.365	17.573	17.273	-23934.42969	44.77	28.57	50.0	40.0	1.2403	cow_ic
A8U5H4	E1BBJ3	HHV2-COW	17.612	17.573	14.912	-26107.2832	44.77	28.57	48.25	40.0	0.8978	cow_ic
A8U5H4	G3MWL4	HHV2-COW	17.981	17.573	13.393	-25803.62109	44.77	28.57	52.68	52.0	0.8775	cow_ic
A8U5H4	G3N148	HHV2-COW	19.033	17.573	17.949	-26607.73633	44.77	28.57	56.41	44.0	0.8678	cow_ic
A8U5H4	G3N3R7	HHV2-COW	17.015	17.573	13.158	-26092.50195	44.77	28.57	50.88	40.0	0.8429	cow_ic
A8U5H4	F1MZ85	HHV2-COW	20.0	17.573	19.847	-28327.5293	44.77	28.57	64.89	56.0	1.2645	cow_ic
A8U5H4	E1BMH6	HHV2-COW	18.675	17.573	17.699	-26362.64648	44.77	28.57	47.79	32.0	1.1925	cow_ic
A8U5H4	F1MJ00	HHV2-COW	18.529	17.573	16.535	-28960.625	44.77	28.57	57.48	56.0	1.1694	cow_ic
A8U5H4	F1MJX3	HHV2-COW	19.118	17.573	18.4	-28895.27734	44.77	28.57	67.2	52.0	0.9253	cow_ic
A8U5H4	F1N2H6	HHV2-COW	20.833	17.573	23.14	-27976.2832	44.77	28.57	68.6	48.0	1.2544	cow_ic
A8U5H4	G3MZE0	HHV2-COW	20.606	17.573	22.222	-26068.30273	44.77	28.57	58.12	52.0	1.3623	cow_ic
A8U5H4	G5E615	HHV2-COW	17.665	17.573	14.912	-26164.0625	44.77	28.57	47.37	40.0	0.9395	cow_ic
A8U5H4	G5E5U8	HHV2-COW	18.868	17.573	16.364	-25538.91602	44.77	28.57	61.82	64.0	1.0286	cow_ic
A8U5H4	F1N7J0	HHV2-COW	20.242	17.573	21.552	-28183.36719	44.77	28.57	63.79	64.0	1.007	cow_ic
A8U5H4	G3N033	HHV2-COW	19.108	17.573	15.789	-25765.6582	44.77	28.57	65.79	60.0	0.9733	cow_ic
A8U5H4	E1BGK0	HHV2-COW	19.231	17.573	19.167	-26888.77148	44.77	28.57	60.83	52.0	1.103	cow_ic
A8U5H4	G3N0Q6	HHV2-COW	21.176	17.573	23.622	-29443.11914	44.77	28.57	60.63	32.0	1.1266	cow_ic
A8U5H4	E1B889	HHV2-COW	17.666	17.573	12.5	-25819.79492	44.77	28.57	49.11	44.0	0.9541	cow_ic
A8U5H4	G3MZI4	HHV2-COW	17.612	17.573	14.655	-27654.73633	44.77	28.57	51.72	48.0	0.907	cow_ic
A8U5H4	G3N1R1	HHV2-COW	18.047	17.573	16.102	-26789.39062	44.77	28.57	55.08	48.0	0.9362	cow_ic
A8U5H4	G3X7I5	HHV2-COW	20.606	17.573	22.807	-26155.26562	44.77	28.57	57.02	40.0	0.9737	cow_ic
A8U5H4	F1MLW7	HHV2-COW	21.557	17.573	25.424	-26660.67383	44.77	28.57	60.17	36.0	1.0737	cow_ic
A8U5H4	E1BD14	HHV2-COW	19.033	17.573	18.103	-26845.0918	44.77	28.57	51.72	48.0	0.8743	cow_ic
A8U5H4	G5E6A9	HHV2-COW	18.553	17.573	15.044	-25052.00195	44.77	28.57	53.98	72.0	0.9633	cow_ic
A8U5H4	G3N0I9	HHV2-COW	18.297	17.573	14.545	-25044.25391	44.77	28.57	55.45	76.0	1.2499	cow_ic
A8U5H4	F1MCF8	HHV2-COW	21.557	17.573	25.424	-26994.80273	44.77	28.57	61.02	44.0	0.8807	cow_ic
A8U5H4	F1MZ96	HHV2-COW	20.536	17.573	22.881	-28209.06445	44.77	28.57	56.78	48.0	0.961	cow_ic
A8U5H4	G3X7Z4	HHV2-COW	17.404	17.573	14.53	-28082.94336	44.77	28.57	52.99	40.0	0.9258	cow_ic
A8U5H4	E1BGP0	HHV2-COW	18.047	17.573	15.574	-27491.70508	44.77	28.57	63.93	44.0	0.9862	cow_ic
A8U5H4	E1BPH9	HHV2-COW	18.845	17.573	17.857	-26486.37891	44.77	28.57	49.11	52.0	1.1149	cow_ic
A8U5H4	G3MY58	HHV2-COW	18.239	17.573	14.035	-27013.00391	44.77	28.57	57.02	56.0	0.9033	cow_ic
A8U5H4	F1MMD6	HHV2-COW	20.882	17.573	24.167	-29031.6582	44.77	28.57	70.0	64.0	0.9095	cow_ic
A8U5H4	F1MBP3	HHV2-COW	18.429	17.573	16.379	-26312.62305	44.77	28.57	51.72	48.0	0.9034	cow_ic
A8U5H4	F1MCS1	HHV2-COW	19.231	17.573	18.548	-28023.34375	44.77	28.57	65.32	40.0	0.9967	cow_ic
A8U5H4	E1B6Z4	HHV2-COW	20.0	17.573	20.8	-28754.23242	44.77	28.57	59.2	28.0	0.8726	cow_ic
A8U5H4	F1MLW8	HHV2-COW	18.619	17.573	17.391	-26310.77344	44.77	28.57	48.7	40.0	0.8716	cow_ic
A8U5H4	E1BF67	HHV2-COW	22.492	17.573	27.35	-28101.23438	44.77	28.57	67.52	64.0	0.9093	cow_ic
A8U5H4	E1BLT1	HHV2-COW	18.098	17.573	15.179	-25911.58398	44.77	28.57	52.68	60.0	0.9323	cow_ic
A8U5H4	G3MZ05	HHV2-COW	17.612	17.573	14.655	-27654.73633	44.77	28.57	51.72	48.0	0.907	cow_ic
A8U5H4	G3MZW0	HHV2-COW	19.811	17.573	18.584	-24593.73047	44.77	28.57	60.18	64.0	1.0308	cow_ic
A8U5H4	F1MST2	HHV2-COW	18.529	17.573	17.355	-28078.25781	44.77	28.57	49.59	40.0	0.8655	cow_ic
A8U5H4	V6F7S3	HHV2-COW	20.882	17.573	23.967	-29639.74219	44.77	28.57	62.81	40.0	1.0187	cow_ic
A8U5H4	V6F7R8	HHV2-COW	17.941	17.573	15.702	-28130.80078	44.77	28.57	57.85	32.0	1.011	cow_ic
G8HBI0	P18892	HHV1-COW	74.706	97.872	20.168	-36128.34766	100.0	100.0	61.34	32.0	0.2609	cow_ic
G8HBI0	P31783	HHV1-COW	73.235	97.872	16.239	-37603.15234	100.0	100.0	51.28	60.0	0.4063	cow_ic
G8HBI0	A5D7B2	HHV1-COW	75.0	97.872	20.833	-35981.40625	100.0	100.0	65.83	48.0	0.7724	cow_ic
G8HBI0	P81282	HHV1-COW	75.294	97.872	19.847	-37512.37891	100.0	100.0	64.89	56.0	0.4677	cow_ic
G8HBI0	Q8WMV3	HHV1-COW	75.588	97.872	21.6	-36938.64844	100.0	100.0	60.0	52.0	0.3126	cow_ic
G8HBI0	A7E3C4	HHV1-COW	74.26	97.872	19.091	-36546.24219	100.0	100.0	49.09	48.0	0.3465	cow_ic
G8HBI0	A4FUY1	HHV1-COW	76.765	97.872	26.05	-35622.24219	100.0	100.0	68.07	56.0	0.4544	cow_ic
G8HBI0	P55252	HHV1-COW	76.176	97.872	23.77	-36177.92578	100.0	100.0	63.11	76.0	0.3632	cow_ic
G8HBI0	Q08DK1	HHV1-COW	75.294	97.872	21.311	-38697.32812	100.0	100.0	57.38	52.0	0.3726	cow_ic
G8HBI0	Q9XT56	HHV1-COW	74.481	97.872	18.421	-35072.03516	100.0	100.0	61.4	52.0	0.4608	cow_ic
G8HBI0	Q0V881	HHV1-COW	72.941	97.872	15.652	-36949.21875	100.0	100.0	50.43	40.0	0.2545	cow_ic
G8HBI0	P55803	HHV1-COW	75.294	97.872	21.488	-36443.45312	100.0	100.0	66.94	40.0	0.3703	cow_ic
G8HBI0	Q32PI9	HHV1-COW	74.706	97.872	19.672	-37613.38672	100.0	100.0	63.93	56.0	0.2052	cow_ic
G8HBI0	Q5EAB0	HHV1-COW	76.176	97.872	23.967	-38230.19141	100.0	100.0	62.81	40.0	0.2442	cow_ic
G8HBI0	A5D7C3	HHV1-COW	74.118	97.872	18.182	-37035.875	100.0	100.0	66.94	68.0	0.3261	cow_ic
G8HBI0	Q148M6	HHV1-COW	74.706	97.872	18.462	-37421.57812	100.0	100.0	56.92	36.0	0.3078	cow_ic
G8HBI0	P10522	HHV1-COW	75.882	97.872	22.764	-38136.58594	100.0	100.0	71.54	68.0	0.3327	cow_ic
G8HBI0	P13608	HHV1-COW	75.0	97.872	19.531	-37372.67578	100.0	100.0	71.87	56.0	0.411	cow_ic
G8HBI0	Q28062	HHV1-COW	76.176	97.872	23.387	-36994.25391	100.0	100.0	64.52	60.0	0.3254	cow_ic
G8HBI0	P81265	HHV1-COW	74.556	97.872	18.644	-34936.73828	100.0	100.0	60.17	28.0	0.4203	cow_ic
G8HBI0	Q5E9Z9	HHV1-COW	77.353	97.872	27.5	-37057.25	100.0	100.0	62.5	68.0	0.2818	cow_ic
G8HBI0	Q17QN4	HHV1-COW	74.118	97.872	16.418	-38841.83594	100.0	100.0	65.67	56.0	0.5524	cow_ic
G8HBI0	Q2KI11	HHV1-COW	74.118	97.872	17.886	-37616.97266	100.0	100.0	60.98	56.0	0.3501	cow_ic
G8HBI0	Q08E08	HHV1-COW	73.235	97.872	15.702	-37251.09766	100.0	100.0	57.85	32.0	0.3543	cow_ic
G8HBI0	O46631	HHV1-COW	75.882	97.872	22.951	-36002.46484	100.0	100.0	61.48	48.0	0.3647	cow_ic
G8HBI0	Q6QUN5	HHV1-COW	75.294	97.872	22.609	-36146.74219	100.0	100.0	55.65	40.0	0.2864	cow_ic
G8HBI0	Q29RR6	HHV1-COW	76.471	97.872	24.793	-37446.49219	100.0	100.0	71.9	72.0	0.3115	cow_ic
G8HBI0	A6QPH6	HHV1-COW	74.118	97.872	17.6	-37140.78516	100.0	100.0	61.6	44.0	0.5303	cow_ic
G8HBI0	A6QPS6	HHV1-COW	74.118	97.872	18.803	-35129.23828	100.0	100.0	62.39	64.0	0.4909	cow_ic
G8HBI0	A6QLR1	HHV1-COW	77.647	97.872	28.333	-36844.07031	100.0	100.0	62.5	68.0	0.3242	cow_ic
G8HBI0	A7MAZ7	HHV1-COW	73.529	97.872	17.094	-37827.08984	100.0	100.0	51.28	60.0	0.2618	cow_ic
G8HBI0	Q3MHE5	HHV1-COW	75.294	97.872	19.697	-37194.46094	100.0	100.0	65.15	56.0	0.3125	cow_ic
G8HBI0	Q32L73	HHV1-COW	71.471	97.872	11.607	-36130.14062	100.0	100.0	45.54	48.0	0.2857	cow_ic
G8HBI0	A7YWT5	HHV1-COW	74.174	97.872	15.596	-34747.19141	100.0	100.0	52.29	52.0	0.4125	cow_ic
G8HBI0	A5D7I8	HHV1-COW	74.412	97.872	19.167	-37163.49609	100.0	100.0	54.17	44.0	0.2454	cow_ic
G8HBI0	E1B757	HHV1-COW	77.059	97.872	26.23	-37791.82812	100.0	100.0	64.75	56.0	0.2974	cow_ic
G8HBI0	Q32LF2	HHV1-COW	75.882	97.872	23.932	-36131.45703	100.0	100.0	57.26	44.0	0.3649	cow_ic
G8HBI0	C5NU11	HHV1-COW	75.0	97.872	20.661	-37415.32812	100.0	100.0	64.46	44.0	0.3281	cow_ic
G8HBI0	A4FV85	HHV1-COW	74.706	97.872	20.168	-36528.31641	100.0	100.0	57.98	32.0	0.4681	cow_ic
G8HBI0	Q71AW3	HHV1-COW	75.294	97.872	21.311	-35235.09375	100.0	100.0	56.56	40.0	0.6559	cow_ic
G8HBI0	A5PK95	HHV1-COW	72.941	97.872	16.216	-36516.63281	100.0	100.0	49.55	40.0	0.2801	cow_ic
G8HBI0	A2VE28	HHV1-COW	76.176	97.872	23.77	-37000.67969	100.0	100.0	71.31	48.0	0.5717	cow_ic
G8HBI0	Q2TBL2	HHV1-COW	75.224	97.872	20.183	-35472.14453	100.0	100.0	57.8	68.0	0.316	cow_ic
G8HBI0	O46405	HHV1-COW	74.706	97.872	20.513	-37103.29688	100.0	100.0	53.85	40.0	0.4685	cow_ic
G8HBI0	Q2KII3	HHV1-COW	73.235	97.872	16.522	-34890.79688	100.0	100.0	51.3	56.0	0.3142	cow_ic
G8HBI0	Q2TA28	HHV1-COW	75.294	97.872	22.222	-36070.51562	100.0	100.0	57.26	44.0	0.4492	cow_ic
G8HBI0	Q17QC7	HHV1-COW	80.588	97.872	33.333	-38482.92578	100.0	100.0	70.45	80.0	0.4415	cow_ic
G8HBI0	A8E4P9	HHV1-COW	76.176	97.872	23.577	-36330.55859	100.0	100.0	62.6	72.0	0.4893	cow_ic
G8HBI0	Q2KHW2	HHV1-COW	74.412	97.872	19.828	-35026.67969	100.0	100.0	60.34	60.0	0.3185	cow_ic
G8HBI0	Q28090	HHV1-COW	75.294	97.872	21.311	-35235.09375	100.0	100.0	56.56	40.0	0.6559	cow_ic
G8HBI0	Q0VD13	HHV1-COW	74.706	97.872	20.87	-35415.46094	100.0	100.0	59.13	68.0	0.2939	cow_ic
G8HBI0	A7YW22	HHV1-COW	72.647	97.872	15.044	-34990.23438	100.0	100.0	52.21	40.0	0.3676	cow_ic
G8HBI0	A6QPC6	HHV1-COW	75.588	97.872	22.131	-35925.39453	100.0	100.0	62.3	48.0	0.4469	cow_ic
G8HBI0	Q08D76	HHV1-COW	75.294	97.872	18.978	-37918.40234	100.0	100.0	67.88	52.0	0.3916	cow_ic
G8HBI0	Q1RMK5	HHV1-COW	75.294	97.872	21.849	-36984.36328	100.0	100.0	62.18	48.0	0.4486	cow_ic
G8HBI0	A6QNP4	HHV1-COW	75.294	97.872	21.849	-36813.79297	100.0	100.0	61.34	36.0	0.3911	cow_ic
G8HBI0	B2ZEZ4	HHV1-COW	74.706	97.872	20.168	-36305.30859	100.0	100.0	60.5	48.0	0.4057	cow_ic
G8HBI0	Q29ZQ4	HHV1-COW	75.294	97.872	21.488	-36443.45312	100.0	100.0	66.94	40.0	0.3703	cow_ic
G8HBI0	A7YW30	HHV1-COW	73.235	97.872	15.966	-38020.68359	100.0	100.0	57.14	44.0	0.3871	cow_ic
G8HBI0	F1MI37	HHV1-COW	73.824	97.872	17.355	-37089.17578	100.0	100.0	66.94	68.0	0.3148	cow_ic
G8HBI0	Q3T019	HHV1-COW	73.81	97.872	16.071	-34024.73438	100.0	100.0	51.79	60.0	0.3768	cow_ic
G8HBI0	Q1JPC5	HHV1-COW	76.119	97.872	22.523	-35729.96094	100.0	100.0	53.15	40.0	0.3864	cow_ic
G8HBI0	Q05B59	HHV1-COW	74.118	97.872	18.333	-35500.13672	100.0	100.0	64.17	56.0	0.3918	cow_ic
G8HBI0	A4IFI9	HHV1-COW	73.156	97.872	16.071	-34887.41797	100.0	100.0	57.14	40.0	0.3005	cow_ic
G8HBI0	G3MXG6	HHV1-COW	73.235	97.872	16.239	-34647.49219	100.0	100.0	55.56	48.0	0.2766	cow_ic
G8HBI0	G3MXC7	HHV1-COW	75.988	97.872	17.699	-33441.17578	100.0	100.0	54.87	48.0	0.4087	cow_ic
G8HBI0	G3MXB7	HHV1-COW	75.0	97.872	14.679	-33260.36328	100.0	100.0	56.88	44.0	0.7442	cow_ic
